iter	Logloss
432	0.07335581579
433	0.07335296733
434	0.07329418118
435	0.07325850103
436	0.07320711507
437	0.073194574
438	0.07319191778
439	0.07316337945
440	0.07313545091
441	0.07312820987
442	0.07312153935
443	0.07308729996
444	0.07305662425
445	0.07301522858
446	0.07300118679
447	0.07299289774
448	0.07296414856
449	0.07293873981
450	0.07292461327
451	0.07291273781
452	0.07288844529
453	0.07287946582
454	0.07285361471
455	0.0728272737
456	0.07277201401
457	0.0727684276
458	0.07274128249
459	0.07271493735
460	0.07267999102
461	0.07262966755
462	0.0725853428
463	0.07252919426
464	0.07250342171
465	0.0724833626
466	0.07245681695
467	0.07240026119
468	0.07237428192
469	0.07237190476
470	0.07230792606
471	0.0723060078
472	0.07228640345
473	0.07226982534
474	0.07225744963
475	0.07222039486
476	0.07216526333
477	0.07216087902
478	0.07215725954
479	0.07215156469
480	0.07212209823
481	0.07210956956
482	0.07209251808
483	0.07207060892
484	0.07206961878
485	0.07206768811
486	0.07203544761
487	0.07202527543
488	0.07201392087
489	0.07196663604
490	0.07192933322
491	0.07190430275
492	0.07187144625
493	0.07185450846
494	0.07184375749
495	0.07179399008
496	0.07179227232
497	0.07173755008
498	0.07172224943
499	0.07171214753
500	0.0716552693
501	0.07164171949
502	0.07162850661
503	0.07162338021
504	0.0716164761
505	0.07159811202
506	0.0715635357
507	0.07151791488
508	0.07151583951
509	0.07149445954
510	0.07148062446
511	0.07147433842
512	0.07146394299
513	0.07143843502
514	0.0713937692
515	0.0713807837
516	0.07137353646
517	0.07131802252
518	0.071304913
519	0.07128032075
520	0.07123939637
521	0.07122423215
522	0.07115382065
523	0.0711064676
524	0.07108377709
525	0.07107445035
526	0.07104140161
527	0.0710309235
528	0.07099009214
529	0.07096752565
530	0.07095745889
531	0.07095414534
532	0.07092902185
533	0.07088119957
534	0.07087660855
535	0.07082969993
536	0.0708162638
537	0.07081311148
538	0.07077603397
539	0.07072487747
540	0.07071931698
541	0.07068543727
542	0.07065769684
543	0.07063601093
544	0.07063517995
545	0.07061681587
546	0.07058077604
547	0.0705716002
548	0.07053094248
549	0.07044153229
550	0.07043819187
551	0.0704260332
552	0.07041102815
553	0.07040217064
554	0.07037297497
555	0.070349685
556	0.07032655212
557	0.07030998331
558	0.07029481082
559	0.07028065121
560	0.07025191857
561	0.07021607512
562	0.07020724862
563	0.07018987777
564	0.07018041874
565	0.07017603443
566	0.07015877417
567	0.07013349978
568	0.07013046632
569	0.07009288341
570	0.07006068011
571	0.07005729421
572	0.0700304881
573	0.06997243163
574	0.06993072176
575	0.06992429929
576	0.06989695574
577	0.0698624745
578	0.06985526034
579	0.06984504785
580	0.06983790603
581	0.06983556091
582	0.06982504766
583	0.06981960706
584	0.06980525934
585	0.0697652817
586	0.06974258911
587	0.06974100365
588	0.06970949386
589	0.06968449647
590	0.06967546429
591	0.06966942217
592	0.06966851885
593	0.06962403596
594	0.06962192959
595	0.06958785041
596	0.06958463711
597	0.06954116297
598	0.06952038658
599	0.06950791165
600	0.06950577324
601	0.06949035891
602	0.06948605108
603	0.06944792865
604	0.06940121847
605	0.06939688894
606	0.06936277771
607	0.06933205549
608	0.06931992474
609	0.06930511606
610	0.06924964966
611	0.06924671025
612	0.06924124691
613	0.06920676878
614	0.06920539623
615	0.06916890164
616	0.06915657658
617	0.06914109402
618	0.06912600215
619	0.06912374902
620	0.0690953006
621	0.06906735553
622	0.0690536176
623	0.06905027408
624	0.06903760277
625	0.06903488971
626	0.06902557744
627	0.06900347501
628	0.06899832484
629	0.06898986732
630	0.06895753689
631	0.06893953662
632	0.06892716091
633	0.06891934522
634	0.06887981717
635	0.06880947388
636	0.06879086484
637	0.06877621636
638	0.06876734232
639	0.06869494433
640	0.06864222717
641	0.06863123746
642	0.06862033145
643	0.06857000489
644	0.06856694869
645	0.0685634615
646	0.06854892774
647	0.06853516191
648	0.06851773526
649	0.06850138659
650	0.06847590859
651	0.06847317899
652	0.06847253613
653	0.06847072845
654	0.06843054926
655	0.06842873539
656	0.06840919202
657	0.06835384242
658	0.06832364524
659	0.06831557529
660	0.06831261418
661	0.0682811106
662	0.06827484419
663	0.06827292903
664	0.06825344458
665	0.06824969486
666	0.06821897574
667	0.06821733757
668	0.06815390665
669	0.06813724068
670	0.06813433331
671	0.0680887342
672	0.06808582889
673	0.06805342302
674	0.068013249
675	0.06798701548
676	0.0679813103
677	0.06797805462
678	0.06795527522
679	0.06795084957
680	0.06792877608
681	0.06792323006
682	0.06790324537
683	0.06790137568
684	0.06787211386
685	0.06786055259
686	0.06785806898
687	0.06784134617
688	0.06780718016
689	0.06776306212
690	0.06775944057
691	0.06775511724
692	0.06774595587
693	0.06773150376
694	0.06772738094
695	0.06771073461
696	0.06770557204
697	0.06770356179
698	0.06769266922
699	0.06768344997
700	0.06759930364
701	0.06759859876
702	0.06755843715
703	0.06754670844
704	0.06754220217
705	0.06753188736
706	0.067530336
707	0.06749641909
708	0.06749581756
709	0.06747276737
710	0.06746774122
711	0.06746036892
712	0.06744752192
713	0.06743066165
714	0.06742896353
715	0.0674131089
716	0.06739232631
717	0.06736105011
718	0.06735256364
719	0.06731803487
720	0.06730788646
721	0.0673023146
722	0.06728850743
723	0.0672761741
724	0.06727183113
725	0.0672394976
726	0.06721252923
727	0.06719772055
728	0.06717749401
729	0.06710805301
730	0.06710585672
731	0.06708955973
732	0.06708762286
733	0.06708697069
734	0.06706488997
735	0.06705058566
736	0.06702492679
737	0.06701786249
738	0.06699215918
739	0.06694167138
740	0.06692397394
741	0.06687161025
742	0.06686187939
743	0.06685411745
744	0.06684201356
745	0.06682627779
746	0.06682417142
747	0.06680519238
748	0.06680236562
749	0.06679266267
750	0.06677780645
751	0.06677282061
752	0.06675862896
753	0.06674997403
754	0.06673286364
755	0.06670389225
756	0.06668314687
757	0.06668103636
758	0.06667645051
759	0.06667013863
760	0.06666912162
761	0.06664525596
762	0.06659993177
763	0.06659023502
764	0.06657515038
765	0.06657087769
766	0.06656762512
767	0.06656630218
768	0.0665654774
769	0.06655686795
770	0.06655551193
771	0.06653312424
772	0.06653087008
773	0.06647232887
774	0.06646354371
775	0.06645655899
776	0.06643513354
777	0.0664346395
778	0.0664226245
779	0.0664209822
780	0.0663823616
781	0.06637636289
782	0.06637378728
783	0.06636988047
784	0.0663619759
785	0.0663600845
786	0.06634209043
787	0.0663368431
788	0.06633282157
789	0.06630805672
790	0.06628850715
791	0.06627581001
792	0.06625690435
793	0.06623459418
794	0.06621670863
795	0.06618478749
796	0.06618296018
797	0.06616865174
798	0.06615444665
799	0.06613636576
800	0.06610882893
801	0.06609252264
802	0.06602515597
803	0.06602232301
804	0.0659980367
805	0.06599523785
806	0.06598123947
807	0.06597951241
808	0.06593529412
809	0.06593220691
810	0.06592868975
811	0.06591909738
812	0.06588073001
813	0.06583545646
814	0.0658058205
815	0.06579869419
816	0.06577506727
817	0.06576453438
818	0.06575998574
819	0.06574715527
820	0.06574148316
821	0.06572994876
822	0.0657182707
823	0.06571407656
824	0.0657112405
825	0.06567805224
826	0.06566015635
827	0.06565805825
828	0.06563629689
829	0.06563213066
830	0.06562651435
831	0.06559242793
832	0.06558940377
833	0.06558814905
834	0.06555734621
835	0.06554199078
836	0.06551006758
837	0.06550467349
838	0.06549102652
839	0.06548393535
840	0.06546987702
841	0.06545569467
842	0.06544414891
843	0.06542302008
844	0.06539471326
845	0.06538721384
846	0.06538276751
847	0.06536840739
848	0.06532471414
849	0.06531953607
850	0.06530073169
851	0.06527029163
852	0.06525503335
853	0.06524854474
854	0.06522328379
855	0.0651992848
856	0.06519756911
857	0.06518304259
858	0.06517791722
859	0.06517329933
860	0.0651478265
861	0.06514175957
862	0.06513843671
863	0.06511938739
864	0.06509122837
865	0.06508030169
866	0.06507241572
867	0.06503588186
868	0.06498902182
869	0.06498404528
870	0.06495602062
871	0.06491336919
872	0.06488478538
873	0.06487181125
874	0.06486903204
875	0.06486822587
876	0.06485465641
877	0.06484686656
878	0.06483655278
879	0.06480759896
880	0.06480433502
881	0.06478412398
882	0.06478286926
883	0.06474731003
884	0.0647468439
885	0.06473486197
886	0.06472299374
887	0.064704517
888	0.06470372323
889	0.06469485229
890	0.06464802946
891	0.06464705275
892	0.0646402086
893	0.06458807332
894	0.0645852228
895	0.06456745197
896	0.06456586134
897	0.06454503534
898	0.06452713842
899	0.06452312309
900	0.06450199839
901	0.06448946662
902	0.06448904183
903	0.06448091298
904	0.06447659275
905	0.06440735535
906	0.06439433678
907	0.06437803772
908	0.06437637061
909	0.06435625879
910	0.06434288675
911	0.06433938715
912	0.06431147928
913	0.06427519554
914	0.06427070167
915	0.06422595317
916	0.06420617312
917	0.06420308178
918	0.06419224089
919	0.06417217766
920	0.06415917872
921	0.06415860303
922	0.06414252102
923	0.06413971907
924	0.06413385679
925	0.06407660649
926	0.06406997214
927	0.06406691284
928	0.06405705382
929	0.06404889913
930	0.06402869843
931	0.06401316626
932	0.06400832512
933	0.06400237085
934	0.06398442019
935	0.06396165112
936	0.06395769986
937	0.06394896328
938	0.06394286948
939	0.06393104569
940	0.06389839073
941	0.06389208402
942	0.06386315604
943	0.06382095213
944	0.06381313127
945	0.06380180669
946	0.06378918706
947	0.06378698044
948	0.06377129324
949	0.0637399695
950	0.06373513146
951	0.06372758862
952	0.06372319088
953	0.06371807688
954	0.06370392864
955	0.06370267908
956	0.06368647718
957	0.06366224564
958	0.06365645777
959	0.06364388672
960	0.06363903215
961	0.06363428196
962	0.06361309215
963	0.06359239225
964	0.0635814356
965	0.06357759494
966	0.06357719702
967	0.06354848919
968	0.06352605809
969	0.0635251589
970	0.06349898326
971	0.06349679937
972	0.06346385709
973	0.06345914101
974	0.06345801858
975	0.06344852854
976	0.06343461285
977	0.06342882291
978	0.06342611398
979	0.06341003403
980	0.06339950321
981	0.06337255758
982	0.06336378895
983	0.06336263448
984	0.06332247286
985	0.0633009792
986	0.06329792816
987	0.06329157184
988	0.06329120183
989	0.06328505118
990	0.06326356682
991	0.06325867607
992	0.06322425374
993	0.06320062683
994	0.06319426741
995	0.06319316151
996	0.0631743592
997	0.06316956974
998	0.06316545829
999	0.06313064218
